"Time (EpSec)","x (km)","y (km)","z (km)"
144,-3674.846677549,42003.689729014,0.000000000
145,-3674.846677549,42003.689729014,0.000000000
146,-3674.846677549,42003.689729014,0.000000000
147,-3674.846677549,42003.689729014,0.000000000
148,-3674.846677549,42003.689729014,0.000000000
149,-3674.846677549,42003.689729014,0.000000000
150,-3674.846677549,42003.689729014,0.000000000
151,-3674.846677549,42003.689729014,0.000000000
152,-3674.846677549,42003.689729014,0.000000000
153,-3674.846677549,42003.689729014,0.000000000
154,-3674.846677549,42003.689729014,0.000000000
155,-3674.846677549,42003.689729014,0.000000000
156,-3674.846677549,42003.689729014,0.000000000
157,-3674.846677549,42003.689729014,0.000000000
158,-3674.846677549,42003.689729014,0.000000000
159,-3674.846677549,42003.689729014,0.000000000
160,-3674.846677549,42003.689729014,0.000000000
161,-3674.846677549,42003.689729014,0.000000000
162,-3674.846677549,42003.689729014,0.000000000
163,-3674.846677549,42003.689729014,0.000000000
164,-3674.846677549,42003.689729014,0.000000000
165,-3674.846677549,42003.689729014,0.000000000
166,-3674.846677549,42003.689729014,0.000000000
167,-3674.846677549,42003.689729014,0.000000000
168,-3674.846677549,42003.689729014,0.000000000
169,-3674.846677549,42003.689729014,0.000000000
170,-3674.846677549,42003.689729014,0.000000000
171,-3674.846677549,42003.689729014,0.000000000
172,-3674.846677549,42003.689729014,0.000000000
173,-3674.846677549,42003.689729014,0.000000000
174,-3674.846677549,42003.689729014,0.000000000
175,-3674.846677549,42003.689729014,0.000000000
176,-3674.846677549,42003.689729014,0.000000000
177,-3674.846677549,42003.689729014,0.000000000
178,-3674.846677549,42003.689729014,0.000000000
179,-3674.846677549,42003.689729014,0.000000000
180,-3674.846677549,42003.689729014,0.000000000
181,-3674.846677549,42003.689729014,0.000000000
182,-3674.846677549,42003.689729014,0.000000000
183,-3674.846677549,42003.689729014,0.000000000
184,-3674.846677549,42003.689729014,0.000000000
185,-3674.846677549,42003.689729014,0.000000000
186,-3674.846677549,42003.689729014,0.000000000
187,-3674.846677549,42003.689729014,0.000000000
188,-3674.846677549,42003.689729014,0.000000000
189,-3674.846677549,42003.689729014,0.000000000
190,-3674.846677549,42003.689729014,0.000000000
191,-3674.846677549,42003.689729014,0.000000000
192,-3674.846677549,42003.689729014,0.000000000
193,-3674.846677549,42003.689729014,0.000000000
194,-3674.846677549,42003.689729014,0.000000000
195,-3674.846677549,42003.689729014,0.000000000
196,-3674.846677549,42003.689729014,0.000000000
197,-3674.846677549,42003.689729014,0.000000000
198,-3674.846677549,42003.689729014,0.000000000
199,-3674.846677549,42003.689729014,0.000000000
200,-3674.846677549,42003.689729014,0.000000000
201,-3674.846677549,42003.689729014,0.000000000
202,-3674.846677549,42003.689729014,0.000000000
203,-3674.846677549,42003.689729014,0.000000000
204,-3674.846677549,42003.689729014,0.000000000
205,-3674.846677549,42003.689729014,0.000000000
206,-3674.846677549,42003.689729014,0.000000000
207,-3674.846677549,42003.689729014,0.000000000
208,-3674.846677549,42003.689729014,0.000000000
209,-3674.846677549,42003.689729014,0.000000000
210,-3674.846677549,42003.689729014,0.000000000
211,-3674.846677549,42003.689729014,0.000000000
212,-3674.846677549,42003.689729014,0.000000000
213,-3674.846677549,42003.689729014,0.000000000
214,-3674.846677549,42003.689729014,0.000000000
215,-3674.846677549,42003.689729014,0.000000000
216,-3674.846677549,42003.689729014,0.000000000
217,-3674.846677549,42003.689729014,0.000000000
218,-3674.846677549,42003.689729014,0.000000000
219,-3674.846677549,42003.689729014,0.000000000
220,-3674.846677549,42003.689729014,0.000000000
221,-3674.846677549,42003.689729014,0.000000000
222,-3674.846677549,42003.689729014,0.000000000
223,-3674.846677549,42003.689729014,0.000000000
224,-3674.846677549,42003.689729014,0.000000000
225,-3674.846677549,42003.689729014,0.000000000
226,-3674.846677549,42003.689729014,0.000000000
227,-3674.846677549,42003.689729014,0.000000000
228,-3674.846677549,42003.689729014,0.000000000
229,-3674.846677549,42003.689729014,0.000000000
230,-3674.846677549,42003.689729014,0.000000000
231,-3674.846677549,42003.689729014,0.000000000
232,-3674.846677549,42003.689729014,0.000000000
233,-3674.846677549,42003.689729014,0.000000000
234,-3674.846677549,42003.689729014,0.000000000
235,-3674.846677549,42003.689729014,0.000000000
236,-3674.846677549,42003.689729014,0.000000000
237,-3674.846677549,42003.689729014,0.000000000
238,-3674.846677549,42003.689729014,0.000000000
239,-3674.846677549,42003.689729014,0.000000000
240,-3674.846677549,42003.689729014,0.000000000
241,-3674.846677549,42003.689729014,0.000000000
242,-3674.846677549,42003.689729014,0.000000000
243,-3674.846677549,42003.689729014,0.000000000
244,-3674.846677549,42003.689729014,0.000000000
245,-3674.846677549,42003.689729014,0.000000000
246,-3674.846677549,42003.689729014,0.000000000
247,-3674.846677549,42003.689729014,0.000000000
248,-3674.846677549,42003.689729014,0.000000000
249,-3674.846677549,42003.689729014,0.000000000
250,-3674.846677549,42003.689729014,0.000000000
251,-3674.846677549,42003.689729014,0.000000000
252,-3674.846677549,42003.689729014,0.000000000
253,-3674.846677549,42003.689729014,0.000000000
254,-3674.846677549,42003.689729014,0.000000000
255,-3674.846677549,42003.689729014,0.000000000
256,-3674.846677549,42003.689729014,0.000000000
257,-3674.846677549,42003.689729014,0.000000000
258,-3674.846677549,42003.689729014,0.000000000
259,-3674.846677549,42003.689729014,0.000000000
260,-3674.846677549,42003.689729014,0.000000000
261,-3674.846677549,42003.689729014,0.000000000
262,-3674.846677549,42003.689729014,0.000000000
263,-3674.846677549,42003.689729014,0.000000000
264,-3674.846677549,42003.689729014,0.000000000
265,-3674.846677549,42003.689729014,0.000000000
266,-3674.846677549,42003.689729014,0.000000000
267,-3674.846677549,42003.689729014,0.000000000
268,-3674.846677549,42003.689729014,0.000000000
269,-3674.846677549,42003.689729014,0.000000000
270,-3674.846677549,42003.689729014,0.000000000
271,-3674.846677549,42003.689729014,0.000000000
272,-3674.846677549,42003.689729014,0.000000000
273,-3674.846677549,42003.689729014,0.000000000
274,-3674.846677549,42003.689729014,0.000000000
275,-3674.846677549,42003.689729014,0.000000000
276,-3674.846677549,42003.689729014,0.000000000
277,-3674.846677549,42003.689729014,0.000000000
278,-3674.846677549,42003.689729014,0.000000000
279,-3674.846677549,42003.689729014,0.000000000
280,-3674.846677549,42003.689729014,0.000000000
281,-3674.846677549,42003.689729014,0.000000000
282,-3674.846677549,42003.689729014,0.000000000
283,-3674.846677549,42003.689729014,0.000000000
284,-3674.846677549,42003.689729014,0.000000000
285,-3674.846677549,42003.689729014,0.000000000
286,-3674.846677549,42003.689729014,0.000000000
287,-3674.846677549,42003.689729014,0.000000000
288,-3674.846677549,42003.689729014,0.000000000
289,-3674.846677549,42003.689729014,0.000000000
290,-3674.846677549,42003.689729014,0.000000000
291,-3674.846677549,42003.689729014,0.000000000
292,-3674.846677549,42003.689729014,0.000000000
293,-3674.846677549,42003.689729014,0.000000000
294,-3674.846677549,42003.689729014,0.000000000
295,-3674.846677549,42003.689729014,0.000000000
296,-3674.846677549,42003.689729014,0.000000000
297,-3674.846677549,42003.689729014,0.000000000
298,-3674.846677549,42003.689729014,0.000000000
299,-3674.846677549,42003.689729014,0.000000000
300,-3674.846677549,42003.689729014,0.000000000
301,-3674.846677549,42003.689729014,0.000000000
302,-3674.846677549,42003.689729014,0.000000000
303,-3674.846677549,42003.689729014,0.000000000
304,-3674.846677549,42003.689729014,0.000000000
305,-3674.846677549,42003.689729014,0.000000000
306,-3674.846677549,42003.689729014,0.000000000
307,-3674.846677549,42003.689729014,0.000000000
308,-3674.846677549,42003.689729014,0.000000000
309,-3674.846677549,42003.689729014,0.000000000
310,-3674.846677549,42003.689729014,0.000000000
311,-3674.846677549,42003.689729014,0.000000000
312,-3674.846677549,42003.689729014,0.000000000
313,-3674.846677549,42003.689729014,0.000000000
314,-3674.846677549,42003.689729014,0.000000000
315,-3674.846677549,42003.689729014,0.000000000
316,-3674.846677549,42003.689729014,0.000000000
317,-3674.846677549,42003.689729014,0.000000000
318,-3674.846677549,42003.689729014,0.000000000
319,-3674.846677549,42003.689729014,0.000000000
320,-3674.846677549,42003.689729014,0.000000000
321,-3674.846677549,42003.689729014,0.000000000
322,-3674.846677549,42003.689729014,0.000000000
323,-3674.846677549,42003.689729014,0.000000000
324,-3674.846677549,42003.689729014,0.000000000
325,-3674.846677549,42003.689729014,0.000000000
326,-3674.846677549,42003.689729014,0.000000000
327,-3674.846677549,42003.689729014,0.000000000
328,-3674.846677549,42003.689729014,0.000000000
329,-3674.846677549,42003.689729014,0.000000000
330,-3674.846677549,42003.689729014,0.000000000
331,-3674.846677549,42003.689729014,0.000000000
332,-3674.846677549,42003.689729014,0.000000000
333,-3674.846677549,42003.689729014,0.000000000
334,-3674.846677549,42003.689729014,0.000000000
335,-3674.846677549,42003.689729014,0.000000000
336,-3674.846677549,42003.689729014,0.000000000
337,-3674.846677549,42003.689729014,0.000000000
338,-3674.846677549,42003.689729014,0.000000000
339,-3674.846677549,42003.689729014,0.000000000
340,-3674.846677549,42003.689729014,0.000000000
341,-3674.846677549,42003.689729014,0.000000000
342,-3674.846677549,42003.689729014,0.000000000
343,-3674.846677549,42003.689729014,0.000000000
344,-3674.846677549,42003.689729014,0.000000000
345,-3674.846677549,42003.689729014,0.000000000
346,-3674.846677549,42003.689729014,0.000000000
347,-3674.846677549,42003.689729014,0.000000000
348,-3674.846677549,42003.689729014,0.000000000
349,-3674.846677549,42003.689729014,0.000000000
350,-3674.846677549,42003.689729014,0.000000000
351,-3674.846677549,42003.689729014,0.000000000
352,-3674.846677549,42003.689729014,0.000000000
353,-3674.846677549,42003.689729014,0.000000000
354,-3674.846677549,42003.689729014,0.000000000
355,-3674.846677549,42003.689729014,0.000000000
356,-3674.846677549,42003.689729014,0.000000000
357,-3674.846677549,42003.689729014,0.000000000
358,-3674.846677549,42003.689729014,0.000000000
359,-3674.846677549,42003.689729014,0.000000000
360,-3674.846677549,42003.689729014,0.000000000
361,-3674.846677549,42003.689729014,0.000000000
362,-3674.846677549,42003.689729014,0.000000000
363,-3674.846677549,42003.689729014,0.000000000
364,-3674.846677549,42003.689729014,0.000000000
365,-3674.846677549,42003.689729014,0.000000000
366,-3674.846677549,42003.689729014,0.000000000
367,-3674.846677549,42003.689729014,0.000000000
368,-3674.846677549,42003.689729014,0.000000000
369,-3674.846677549,42003.689729014,0.000000000
370,-3674.846677549,42003.689729014,0.000000000
371,-3674.846677549,42003.689729014,0.000000000
372,-3674.846677549,42003.689729014,0.000000000
373,-3674.846677549,42003.689729014,0.000000000
374,-3674.846677549,42003.689729014,0.000000000
375,-3674.846677549,42003.689729014,0.000000000
376,-3674.846677549,42003.689729014,0.000000000
377,-3674.846677549,42003.689729014,0.000000000
378,-3674.846677549,42003.689729014,0.000000000
379,-3674.846677549,42003.689729014,0.000000000
380,-3674.846677549,42003.689729014,0.000000000
381,-3674.846677549,42003.689729014,0.000000000
382,-3674.846677549,42003.689729014,0.000000000
383,-3674.846677549,42003.689729014,0.000000000
384,-3674.846677549,42003.689729014,0.000000000
385,-3674.846677549,42003.689729014,0.000000000
386,-3674.846677549,42003.689729014,0.000000000
387,-3674.846677549,42003.689729014,0.000000000
388,-3674.846677549,42003.689729014,0.000000000
389,-3674.846677549,42003.689729014,0.000000000
390,-3674.846677549,42003.689729014,0.000000000
391,-3674.846677549,42003.689729014,0.000000000
392,-3674.846677549,42003.689729014,0.000000000
393,-3674.846677549,42003.689729014,0.000000000
394,-3674.846677549,42003.689729014,0.000000000
395,-3674.846677549,42003.689729014,0.000000000
396,-3674.846677549,42003.689729014,0.000000000
397,-3674.846677549,42003.689729014,0.000000000
398,-3674.846677549,42003.689729014,0.000000000
399,-3674.846677549,42003.689729014,0.000000000
400,-3674.846677549,42003.689729014,0.000000000
401,-3674.846677549,42003.689729014,0.000000000
402,-3674.846677549,42003.689729014,0.000000000
403,-3674.846677549,42003.689729014,0.000000000
404,-3674.846677549,42003.689729014,0.000000000
405,-3674.846677549,42003.689729014,0.000000000
406,-3674.846677549,42003.689729014,0.000000000
407,-3674.846677549,42003.689729014,0.000000000
408,-3674.846677549,42003.689729014,0.000000000
409,-3674.846677549,42003.689729014,0.000000000
410,-3674.846677549,42003.689729014,0.000000000
411,-3674.846677549,42003.689729014,0.000000000
412,-3674.846677549,42003.689729014,0.000000000
413,-3674.846677549,42003.689729014,0.000000000
414,-3674.846677549,42003.689729014,0.000000000
415,-3674.846677549,42003.689729014,0.000000000
416,-3674.846677549,42003.689729014,0.000000000
417,-3674.846677549,42003.689729014,0.000000000
418,-3674.846677549,42003.689729014,0.000000000
419,-3674.846677549,42003.689729014,0.000000000
420,-3674.846677549,42003.689729014,0.000000000
421,-3674.846677549,42003.689729014,0.000000000
422,-3674.846677549,42003.689729014,0.000000000
423,-3674.846677549,42003.689729014,0.000000000
424,-3674.846677549,42003.689729014,0.000000000
425,-3674.846677549,42003.689729014,0.000000000
426,-3674.846677549,42003.689729014,0.000000000
427,-3674.846677549,42003.689729014,0.000000000
428,-3674.846677549,42003.689729014,0.000000000
429,-3674.846677549,42003.689729014,0.000000000
430,-3674.846677549,42003.689729014,0.000000000
431,-3674.846677549,42003.689729014,0.000000000
432,-3674.846677549,42003.689729014,0.000000000
433,-3674.846677549,42003.689729014,0.000000000
434,-3674.846677549,42003.689729014,0.000000000
435,-3674.846677549,42003.689729014,0.000000000
436,-3674.846677549,42003.689729014,0.000000000
437,-3674.846677549,42003.689729014,0.000000000
438,-3674.846677549,42003.689729014,0.000000000
439,-3674.846677549,42003.689729014,0.000000000
440,-3674.846677549,42003.689729014,0.000000000
441,-3674.846677549,42003.689729014,0.000000000
442,-3674.846677549,42003.689729014,0.000000000
443,-3674.846677549,42003.689729014,0.000000000
444,-3674.846677549,42003.689729014,0.000000000
445,-3674.846677549,42003.689729014,0.000000000
446,-3674.846677549,42003.689729014,0.000000000
447,-3674.846677549,42003.689729014,0.000000000
448,-3674.846677549,42003.689729014,0.000000000
449,-3674.846677549,42003.689729014,0.000000000
450,-3674.846677549,42003.689729014,0.000000000
451,-3674.846677549,42003.689729014,0.000000000
452,-3674.846677549,42003.689729014,0.000000000
453,-3674.846677549,42003.689729014,0.000000000
454,-3674.846677549,42003.689729014,0.000000000
455,-3674.846677549,42003.689729014,0.000000000
456,-3674.846677549,42003.689729014,0.000000000
457,-3674.846677549,42003.689729014,0.000000000
458,-3674.846677549,42003.689729014,0.000000000
459,-3674.846677549,42003.689729014,0.000000000
460,-3674.846677549,42003.689729014,0.000000000
461,-3674.846677549,42003.689729014,0.000000000
462,-3674.846677549,42003.689729014,0.000000000
463,-3674.846677549,42003.689729014,0.000000000
464,-3674.846677549,42003.689729014,0.000000000
465,-3674.846677549,42003.689729014,0.000000000
466,-3674.846677549,42003.689729014,0.000000000
467,-3674.846677549,42003.689729014,0.000000000
468,-3674.846677549,42003.689729014,0.000000000
469,-3674.846677549,42003.689729014,0.000000000
470,-3674.846677549,42003.689729014,0.000000000
471,-3674.846677549,42003.689729014,0.000000000
472,-3674.846677549,42003.689729014,0.000000000
473,-3674.846677549,42003.689729014,0.000000000
474,-3674.846677549,42003.689729014,0.000000000
475,-3674.846677549,42003.689729014,0.000000000
476,-3674.846677549,42003.689729014,0.000000000
477,-3674.846677549,42003.689729014,0.000000000
478,-3674.846677549,42003.689729014,0.000000000
479,-3674.846677549,42003.689729014,0.000000000
480,-3674.846677549,42003.689729014,0.000000000
481,-3674.846677549,42003.689729014,0.000000000
482,-3674.846677549,42003.689729014,0.000000000
483,-3674.846677549,42003.689729014,0.000000000
484,-3674.846677549,42003.689729014,0.000000000
485,-3674.846677549,42003.689729014,0.000000000
486,-3674.846677549,42003.689729014,0.000000000
487,-3674.846677549,42003.689729014,0.000000000
488,-3674.846677549,42003.689729014,0.000000000
489,-3674.846677549,42003.689729014,0.000000000
490,-3674.846677549,42003.689729014,0.000000000
491,-3674.846677549,42003.689729014,0.000000000
492,-3674.846677549,42003.689729014,0.000000000
493,-3674.846677549,42003.689729014,0.000000000
494,-3674.846677549,42003.689729014,0.000000000
495,-3674.846677549,42003.689729014,0.000000000
496,-3674.846677549,42003.689729014,0.000000000
497,-3674.846677549,42003.689729014,0.000000000
498,-3674.846677549,42003.689729014,0.000000000
499,-3674.846677549,42003.689729014,0.000000000
500,-3674.846677549,42003.689729014,0.000000000
501,-3674.846677549,42003.689729014,0.000000000
502,-3674.846677549,42003.689729014,0.000000000
503,-3674.846677549,42003.689729014,0.000000000
504,-3674.846677549,42003.689729014,0.000000000
505,-3674.846677549,42003.689729014,0.000000000
506,-3674.846677549,42003.689729014,0.000000000
507,-3674.846677549,42003.689729014,0.000000000
508,-3674.846677549,42003.689729014,0.000000000
509,-3674.846677549,42003.689729014,0.000000000
510,-3674.846677549,42003.689729014,0.000000000
511,-3674.846677549,42003.689729014,0.000000000
512,-3674.846677549,42003.689729014,0.000000000
513,-3674.846677549,42003.689729014,0.000000000
514,-3674.846677549,42003.689729014,0.000000000
515,-3674.846677549,42003.689729014,0.000000000
516,-3674.846677549,42003.689729014,0.000000000
517,-3674.846677549,42003.689729014,0.000000000
518,-3674.846677549,42003.689729014,0.000000000
519,-3674.846677549,42003.689729014,0.000000000
520,-3674.846677549,42003.689729014,0.000000000
521,-3674.846677549,42003.689729014,0.000000000
522,-3674.846677549,42003.689729014,0.000000000
523,-3674.846677549,42003.689729014,0.000000000
524,-3674.846677549,42003.689729014,0.000000000
525,-3674.846677549,42003.689729014,0.000000000
526,-3674.846677549,42003.689729014,0.000000000
527,-3674.846677549,42003.689729014,0.000000000
528,-3674.846677549,42003.689729014,0.000000000
529,-3674.846677549,42003.689729014,0.000000000
530,-3674.846677549,42003.689729014,0.000000000
531,-3674.846677549,42003.689729014,0.000000000
532,-3674.846677549,42003.689729014,0.000000000
533,-3674.846677549,42003.689729014,0.000000000
534,-3674.846677549,42003.689729014,0.000000000
535,-3674.846677549,42003.689729014,0.000000000
536,-3674.846677549,42003.689729014,0.000000000
537,-3674.846677549,42003.689729014,0.000000000
538,-3674.846677549,42003.689729014,0.000000000
539,-3674.846677549,42003.689729014,0.000000000
540,-3674.846677549,42003.689729014,0.000000000
541,-3674.846677549,42003.689729014,0.000000000
542,-3674.846677549,42003.689729014,0.000000000
543,-3674.846677549,42003.689729014,0.000000000
544,-3674.846677549,42003.689729014,0.000000000
545,-3674.846677549,42003.689729014,0.000000000
546,-3674.846677549,42003.689729014,0.000000000
547,-3674.846677549,42003.689729014,0.000000000
548,-3674.846677549,42003.689729014,0.000000000
549,-3674.846677549,42003.689729014,0.000000000
550,-3674.846677549,42003.689729014,0.000000000
551,-3674.846677549,42003.689729014,0.000000000
552,-3674.846677549,42003.689729014,0.000000000
553,-3674.846677549,42003.689729014,0.000000000
554,-3674.846677549,42003.689729014,0.000000000
555,-3674.846677549,42003.689729014,0.000000000
556,-3674.846677549,42003.689729014,0.000000000
557,-3674.846677549,42003.689729014,0.000000000
558,-3674.846677549,42003.689729014,0.000000000
559,-3674.846677549,42003.689729014,0.000000000
560,-3674.846677549,42003.689729014,0.000000000
561,-3674.846677549,42003.689729014,0.000000000
562,-3674.846677549,42003.689729014,0.000000000
563,-3674.846677549,42003.689729014,0.000000000
564,-3674.846677549,42003.689729014,0.000000000
565,-3674.846677549,42003.689729014,0.000000000
566,-3674.846677549,42003.689729014,0.000000000
567,-3674.846677549,42003.689729014,0.000000000
568,-3674.846677549,42003.689729014,0.000000000
569,-3674.846677549,42003.689729014,0.000000000
570,-3674.846677549,42003.689729014,0.000000000
571,-3674.846677549,42003.689729014,0.000000000
572,-3674.846677549,42003.689729014,0.000000000
573,-3674.846677549,42003.689729014,0.000000000
574,-3674.846677549,42003.689729014,0.000000000
575,-3674.846677549,42003.689729014,0.000000000
576,-3674.846677549,42003.689729014,0.000000000
577,-3674.846677549,42003.689729014,0.000000000
578,-3674.846677549,42003.689729014,0.000000000
579,-3674.846677549,42003.689729014,0.000000000
580,-3674.846677549,42003.689729014,0.000000000
581,-3674.846677549,42003.689729014,0.000000000
582,-3674.846677549,42003.689729014,0.000000000
583,-3674.846677549,42003.689729014,0.000000000
584,-3674.846677549,42003.689729014,0.000000000
585,-3674.846677549,42003.689729014,0.000000000
586,-3674.846677549,42003.689729014,0.000000000
587,-3674.846677549,42003.689729014,0.000000000
588,-3674.846677549,42003.689729014,0.000000000
589,-3674.846677549,42003.689729014,0.000000000
590,-3674.846677549,42003.689729014,0.000000000
591,-3674.846677549,42003.689729014,0.000000000
592,-3674.846677549,42003.689729014,0.000000000
593,-3674.846677549,42003.689729014,0.000000000
594,-3674.846677549,42003.689729014,0.000000000
595,-3674.846677549,42003.689729014,0.000000000
596,-3674.846677549,42003.689729014,0.000000000
597,-3674.846677549,42003.689729014,0.000000000
598,-3674.846677549,42003.689729014,0.000000000
599,-3674.846677549,42003.689729014,0.000000000
600,-3674.846677549,42003.689729014,0.000000000
601,-3674.846677549,42003.689729014,0.000000000
602,-3674.846677549,42003.689729014,0.000000000
603,-3674.846677549,42003.689729014,0.000000000
604,-3674.846677549,42003.689729014,0.000000000
605,-3674.846677549,42003.689729014,0.000000000
606,-3674.846677549,42003.689729014,0.000000000
607,-3674.846677549,42003.689729014,0.000000000
608,-3674.846677549,42003.689729014,0.000000000
609,-3674.846677549,42003.689729014,0.000000000
610,-3674.846677549,42003.689729014,0.000000000
611,-3674.846677549,42003.689729014,0.000000000
612,-3674.846677549,42003.689729014,0.000000000
613,-3674.846677549,42003.689729014,0.000000000
614,-3674.846677549,42003.689729014,0.000000000
615,-3674.846677549,42003.689729014,0.000000000
616,-3674.846677549,42003.689729014,0.000000000
617,-3674.846677549,42003.689729014,0.000000000
618,-3674.846677549,42003.689729014,0.000000000
619,-3674.846677549,42003.689729014,0.000000000
620,-3674.846677549,42003.689729014,0.000000000
621,-3674.846677549,42003.689729014,0.000000000
622,-3674.846677549,42003.689729014,0.000000000
623,-3674.846677549,42003.689729014,0.000000000
624,-3674.846677549,42003.689729014,0.000000000
625,-3674.846677549,42003.689729014,0.000000000
626,-3674.846677549,42003.689729014,0.000000000
627,-3674.846677549,42003.689729014,0.000000000
628,-3674.846677549,42003.689729014,0.000000000
629,-3674.846677549,42003.689729014,0.000000000
630,-3674.846677549,42003.689729014,0.000000000
631,-3674.846677549,42003.689729014,0.000000000
632,-3674.846677549,42003.689729014,0.000000000
633,-3674.846677549,42003.689729014,0.000000000
634,-3674.846677549,42003.689729014,0.000000000
635,-3674.846677549,42003.689729014,0.000000000
636,-3674.846677549,42003.689729014,0.000000000
637,-3674.846677549,42003.689729014,0.000000000
638,-3674.846677549,42003.689729014,0.000000000
639,-3674.846677549,42003.689729014,0.000000000
640,-3674.846677549,42003.689729014,0.000000000
641,-3674.846677549,42003.689729014,0.000000000
642,-3674.846677549,42003.689729014,0.000000000
643,-3674.846677549,42003.689729014,0.000000000
644,-3674.846677549,42003.689729014,0.000000000
645,-3674.846677549,42003.689729014,0.000000000
646,-3674.846677549,42003.689729014,0.000000000
647,-3674.846677549,42003.689729014,0.000000000
648,-3674.846677549,42003.689729014,0.000000000
649,-3674.846677549,42003.689729014,0.000000000
650,-3674.846677549,42003.689729014,0.000000000
651,-3674.846677549,42003.689729014,0.000000000
652,-3674.846677549,42003.689729014,0.000000000
653,-3674.846677549,42003.689729014,0.000000000
654,-3674.846677549,42003.689729014,0.000000000
655,-3674.846677549,42003.689729014,0.000000000
656,-3674.846677549,42003.689729014,0.000000000
657,-3674.846677549,42003.689729014,0.000000000
658,-3674.846677549,42003.689729014,0.000000000
659,-3674.846677549,42003.689729014,0.000000000
660,-3674.846677549,42003.689729014,0.000000000
661,-3674.846677549,42003.689729014,0.000000000
662,-3674.846677549,42003.689729014,0.000000000
663,-3674.846677549,42003.689729014,0.000000000
664,-3674.846677549,42003.689729014,0.000000000
665,-3674.846677549,42003.689729014,0.000000000
666,-3674.846677549,42003.689729014,0.000000000
667,-3674.846677549,42003.689729014,0.000000000
668,-3674.846677549,42003.689729014,0.000000000
669,-3674.846677549,42003.689729014,0.000000000
670,-3674.846677549,42003.689729014,0.000000000
671,-3674.846677549,42003.689729014,0.000000000
672,-3674.846677549,42003.689729014,0.000000000
673,-3674.846677549,42003.689729014,0.000000000
674,-3674.846677549,42003.689729014,0.000000000
675,-3674.846677549,42003.689729014,0.000000000
676,-3674.846677549,42003.689729014,0.000000000
677,-3674.846677549,42003.689729014,0.000000000
678,-3674.846677549,42003.689729014,0.000000000
679,-3674.846677549,42003.689729014,0.000000000
680,-3674.846677549,42003.689729014,0.000000000
681,-3674.846677549,42003.689729014,0.000000000
682,-3674.846677549,42003.689729014,0.000000000
683,-3674.846677549,42003.689729014,0.000000000
684,-3674.846677549,42003.689729014,0.000000000
685,-3674.846677549,42003.689729014,0.000000000
686,-3674.846677549,42003.689729014,0.000000000
687,-3674.846677549,42003.689729014,0.000000000
688,-3674.846677549,42003.689729014,0.000000000
689,-3674.846677549,42003.689729014,0.000000000
690,-3674.846677549,42003.689729014,0.000000000
691,-3674.846677549,42003.689729014,0.000000000
692,-3674.846677549,42003.689729014,0.000000000
693,-3674.846677549,42003.689729014,0.000000000
694,-3674.846677549,42003.689729014,0.000000000
695,-3674.846677549,42003.689729014,0.000000000
696,-3674.846677549,42003.689729014,0.000000000
697,-3674.846677549,42003.689729014,0.000000000
698,-3674.846677549,42003.689729014,0.000000000
699,-3674.846677549,42003.689729014,0.000000000
700,-3674.846677549,42003.689729014,0.000000000
701,-3674.846677549,42003.689729014,0.000000000
702,-3674.846677549,42003.689729014,0.000000000
703,-3674.846677549,42003.689729014,0.000000000
704,-3674.846677549,42003.689729014,0.000000000
705,-3674.846677549,42003.689729014,0.000000000
706,-3674.846677549,42003.689729014,0.000000000
707,-3674.846677549,42003.689729014,0.000000000
708,-3674.846677549,42003.689729014,0.000000000
709,-3674.846677549,42003.689729014,0.000000000
710,-3674.846677549,42003.689729014,0.000000000
711,-3674.846677549,42003.689729014,0.000000000
712,-3674.846677549,42003.689729014,0.000000000
713,-3674.846677549,42003.689729014,0.000000000
714,-3674.846677549,42003.689729014,0.000000000
715,-3674.846677549,42003.689729014,0.000000000
716,-3674.846677549,42003.689729014,0.000000000
717,-3674.846677549,42003.689729014,0.000000000
718,-3674.846677549,42003.689729014,0.000000000
719,-3674.846677549,42003.689729014,0.000000000
720,-3674.846677549,42003.689729014,0.000000000
721,-3674.846677549,42003.689729014,0.000000000
722,-3674.846677549,42003.689729014,0.000000000
723,-3674.846677549,42003.689729014,0.000000000
724,-3674.846677549,42003.689729014,0.000000000
725,-3674.846677549,42003.689729014,0.000000000
726,-3674.846677549,42003.689729014,0.000000000
727,-3674.846677549,42003.689729014,0.000000000
728,-3674.846677549,42003.689729014,0.000000000
729,-3674.846677549,42003.689729014,0.000000000
730,-3674.846677549,42003.689729014,0.000000000
731,-3674.846677549,42003.689729014,0.000000000
732,-3674.846677549,42003.689729014,0.000000000
733,-3674.846677549,42003.689729014,0.000000000
734,-3674.846677549,42003.689729014,0.000000000
735,-3674.846677549,42003.689729014,0.000000000
736,-3674.846677549,42003.689729014,0.000000000
737,-3674.846677549,42003.689729014,0.000000000
738,-3674.846677549,42003.689729014,0.000000000
739,-3674.846677549,42003.689729014,0.000000000
740,-3674.846677549,42003.689729014,0.000000000
741,-3674.846677549,42003.689729014,0.000000000
742,-3674.846677549,42003.689729014,0.000000000
743,-3674.846677549,42003.689729014,0.000000000
744,-3674.846677549,42003.689729014,0.000000000
745,-3674.846677549,42003.689729014,0.000000000
746,-3674.846677549,42003.689729014,0.000000000
747,-3674.846677549,42003.689729014,0.000000000
748,-3674.846677549,42003.689729014,0.000000000
749,-3674.846677549,42003.689729014,0.000000000
750,-3674.846677549,42003.689729014,0.000000000
